DFO_ID,Year
3861,2011
3863,2011
3864,2011
3866,2011
3867,2011
3868,2011
3870,2011
3871,2011
3872,2011
3874,2011
3875,2011
3876,2011
3878,2011
3879,2011
3880,2011
3881,2011
3884,2011
3886,2011
3888,2011
3889,2012
3890,2012
3892,2012
3893,2012
3894,2012
3895,2012
3896,2012
3897,2012
3899,2012
3900,2012
3901,2012
3902,2012
3904,2012
3906,2012
3910,2012
3914,2012
3915,2012
3916,2012
3917,2012
3919,2012
3925,2012
3931,2012
3948,2012
3960,2012
3962,2012
3963,2012
3965,2012
3966,2012
3969,2012
3971,2012
3974,2012
3975,2012
3976,2012
3977,2012
3979,2012
3980,2012
3981,2012
3982,2012
3983,2012
3984,2012
3985,2012
3991,2012
3992,2012
3994,2012
3995,2012
4001,2012
4005,2012
4006,2012
4007,2012
4009,2012
4013,2013
4016,2013
4017,2013
4019,2013
4020,2013
4022,2013
4023,2013
4024,2013
4026,2013
4028,2013
4032,2013
4037,2013
4051,2013
4055,2013
4075,2013
4078,2013
4079,2013
4082,2013
4083,2013
4090,2013
4092,2013
4094,2013
4098,2013
4101,2013
4105,2013
4111,2013
4115,2013
4117,2014
4130,2014
4137,2014
4140,2014
4146,2014
4150,2014
4153,2014
4154,2014
4156,2014
4157,2014
4159,2014
4163,2014
4171,2014
4174,2014
4175,2014
4176,2014
4178,2014
4179,2014
4184,2014
4186,2014
4188,2014
4189,2014
4197,2014
4198,2014
4199,2014
4201,2014
4206,2014
4211,2014
4213,2014
4215,2014
4216,2014
4217,2014
4218,2015
4219,2015
4220,2015
4221,2015
4222,2015
4224,2015
4225,2015
4226,2015
4227,2015
4230,2015
4231,2015
4233,2015
4239,2015
4241,2015
4242,2015
4251,2015
4258,2015
4259,2015
4265,2015
4272,2015
4274,2015
4275,2015
4276,2015
4280,2015
4282,2015
4283,2015
4288,2015
4293,2015
4294,2015
4300,2015
4301,2015
4305,2015
4306,2015
4309,2015
4314,2015
4315,2015
4317,2015
4318,2015
4319,2015
4322,2016
4324,2016
4325,2016
4326,2016
4327,2016
4328,2016
4330,2016
4334,2016
4335,2016
4337,2016
4339,2016
4340,2016
4346,2016
4350,2016
4355,2016
4357,2016
4358,2016
4359,2016
4364,2016
4365,2016
4369,2016
4376,2016
4378,2016
4381,2016
4382,2016
4386,2016
4388,2016
4390,2016
4391,2016
4403,2016
4412,2016
4423,2016
4427,2016
4428,2016
4432,2016
4434,2017
4435,2017
4439,2017
4444,2017
4451,2017
4455,2017
4458,2017
4459,2017
4461,2017
4462,2017
4464,2017
4465,2017
4472,2017
4483,2017
4485,2017
4495,2017
4499,2017
4500,2017
4503,2017
4507,2017
4508,2017
4515,2017
4516,2017
4562,2018
4569,2018
4577,2018
4579,2018
4580,2018
4581,2018
4583,2018
4584,2018
4586,2018
4589,2018
4590,2018
4594,2018
4597,2018
4602,2018
4603,2018
4632,2018
4640,2018
4645,2018
4652,2018
4653,2018
4654,2018
4662,2018
4665,2018
4666,2018
4667,2018
4673,2018
4676,2018
4683,2018
4695,2018
4703,2018
4704,2018
4711,2018
